default;type;cat1;cat2;cat3;animid;caption;posename;emotional state;status
;0;misc loop animations;woman;;jump_to_water_loop;jump to water loop;;;
;0;misc loop animations;woman;;knockback_fall_loop;knockback fall loop;;;
;0;misc loop animations;woman;;margerita_naglfar_arrives_loop_01;margerita naglfar arrives loop 01;;;
;0;misc loop animations;woman;;NPC (female) standing and drinking grafecully_loop;NPC (female) standing and drinking grafecully loop;;;
;0;misc loop animations;woman;;NPC (female) standing and talking_loop;NPC (female) standing and talking loop;;;
;0;misc loop animations;woman;;picking_flowers_loop_01;picking flowers loop 01;;;
;0;misc loop animations;woman;;picking_flowers_loop_02;picking flowers loop 02;;;
;0;misc loop animations;woman;;picking_flowers_loop_03;picking flowers loop 03;;;
;0;misc loop animations;woman;;q201_woman_standing_drunk_loop_01;q201 woman standing drunk loop 01;;;
;0;misc loop animations;woman;;q201_woman_standing_drunk_loop_02;q201 woman standing drunk loop 02;;;
;0;misc loop animations;woman;;q201_woman_standing_drunk_loop_03;q201 woman standing drunk loop 03;;;
;0;misc loop animations;woman;;run_loop;run loop;;;
;0;misc loop animations;woman;;run_loop_sword;run loop sword;;;
;0;misc loop animations;woman;;triss_naglfar_arrives_loop_01;triss naglfar arrives loop 01;;;
;0;misc loop animations;woman;;Woman after getting concious, dizzy_loop;Woman after getting concious, dizzy loop;;;
;0;misc loop animations;woman;;Woman at funeral ritual_loop;Woman at funeral ritual loop;;;
;0;misc loop animations;woman;;Woman hypnotizing sitting person_loop;Woman hypnotizing sitting person loop;;;
;0;misc loop animations;woman;;woman_sex_loop;woman sex loop;;;
;0;misc loop animations;woman;;Work for theatre audience 1_loop;Work for theatre audience 1 loop;;;
;0;misc loop animations;woman;;Work for theatre audience 2_loop;Work for theatre audience 2 loop;;;
;0;misc loop animations;woman;;Work for theatre audience 3_loop;Work for theatre audience 3 loop;;;
;0;misc loop animations;woman;;yennefer_naglfar_arrives_loop_01;yennefer naglfar arrives loop 01;;;
;0;predefined poses (high);bow;;chamberlain_respecful_bow_idle;chamberlain respecful bow idle;Respectful Bow;Determined;High
;0;predefined poses (high);channeling;;high_channeling_aggressive_idle;high channeling aggressive idle;Spell Channeling;Aggressive;High
;0;predefined poses (high);channeling;;high_channeling_determined_idle;high channeling determined idle;Channeling;Determined;High
;0;predefined poses (high);hold;;high_standing_agressive_gesture_fireball_idle;high standing agressive gesture fireball idle;Hold Fireball;Aggressive;High
;0;predefined poses (high);hold;;high_standing_hold_solar_stone_idle;high standing hold solar stone idle;Hold Solar Stone;Determined;High
;0;predefined poses (high);kneeling;determined;high_kneeling_determined_hold_book_idle;high kneeling determined hold book idle;Kneeling Hold Book;Determined;High
;0;predefined poses (high);kneeling;determined;high_kneeling_determined_idle;high kneeling determined idle;Kneeling;Determined;High
;0;predefined poses (high);kneeling;;high_kneeling_bored_idle;high kneeling bored idle;Kneeling;Bored;High
;90;predefined poses (high);knockdown;;monster_werewolf_knockdown_loop;monster werewolf knockdown loop;Knockdown;Aggressive;High
;0;predefined poses (high);lying;;high_lying_down_happy_idle;high lying down happy idle;Lying;Happy;High
;0;predefined poses (high);lying;;high_lying_ground_determined_idle;high lying ground determined idle;Laying;Determined;High
;0;predefined poses (high);lying;;high_lying_sad_idle;high lying sad idle;Laying;Sad;High
;0;predefined poses (high);sitting;determined;high_sitting_determined_idle;high sitting determined idle;Sitting;Determined;High
;0;predefined poses (high);sitting;determined;high_sitting_shackled_idle;high sitting shackled idle;Sitting Shackled;Determined;High
;0;predefined poses (high);sitting;determined;high_sitting2_determined_idle;high sitting2 determined idle;Sitting 2;Determined;High
;0;predefined poses (high);sitting;determined;high_sitting3_determined_idle;high sitting3 determined idle;Sitting 3;Determined;High
;0;predefined poses (high);sitting;;high_sitting_aggressive_idle;high sitting aggressive idle;Sitting;Aggressive;High
;0;predefined poses (high);sitting;;high_sitting_bored_idle;high sitting bored idle;Sitting;Bored;High
;0;predefined poses (high);sitting;;high_sitting_devastated_idle;high sitting devastated idle;Sitting;Devastated;High
;0;predefined poses (high);sitting;;high_sitting_happy_hold_glass_idle;high sitting happy hold glass idle;Sitting Hold Glass;Happy;High
;0;predefined poses (high);sitting;;high_sitting_happy_idle;high sitting happy idle;Sitting;Happy;High
;0;predefined poses (high);sitting;;high_sitting_proud_idle;high sitting proud idle;Sitting;Proud;High
;0;predefined poses (high);sitting;;high_sitting_sad_idle;high sitting sad idle;Sitting;Sad;High
;0;predefined poses (high);sitting chair;determined;high_sitting_chair_determined_head_up_idle;high sitting chair determined head up idle;Sitting Chair Head Up;Determined;High
;0;predefined poses (high);sitting chair;determined;high_sitting_chair_determined_idle;high sitting chair determined idle;Sitting Chair;Determined;High
;0;predefined poses (high);sitting chair;;high_sitting_chair_proud_idle;high sitting chair proud idle;Sitting Chair;Proud;High
;0;predefined poses (high);sitting chair;;man_dress_work_sit_chair_pipe_01;man dress work sit chair pipe 01;Sitting Smoking;Bored;High
;0;predefined poses (high);sitting ground;;high_sitting_ground_bored_idle;high sitting ground bored idle;Sitting Ground;Bored;High
;0;predefined poses (high);sitting ground;;high_sitting_ground_determined_idle;high sitting ground determined idle;Sitting Ground;Determined;High
;0;predefined poses (high);sitting leaning;determined;high_sitting_leaning_cup_determined_idle;high sitting leaning cup determined idle;Sitting Leaning Cup;Determined;High
;0;predefined poses (high);sitting leaning;determined;high_sitting_leaning_determined_idle;high sitting leaning determined idle;Sitting Leaning;Determined;High
;0;predefined poses (high);sitting leaning;;high_sitting_leaning_aggressive_idle;high sitting leaning aggressive idle;Sitting Leaning;Aggressive;High
;0;predefined poses (high);sitting leaning;;high_sitting_leaning_bored_idle;high sitting leaning bored idle;Sitting Leaning;Bored;High
;0;predefined poses (high);sitting leaning;;high_sitting_leaning_cup_sad_idle;high sitting leaning cup sad idle;Sitting Leaning Cup;Sad;High
;0;predefined poses (high);sitting leaning;;high_sitting_leaning_devastated_idle;high sitting leaning devastated idle;Sitting Leaning;Devastated;High
;0;predefined poses (high);sitting leaning;;high_sitting_leaning_happy_idle;high sitting leaning happy idle;Sitting Leaning;Happy;High
;0;predefined poses (high);sitting leaning;;high_sitting_leaning_proud_idle;high sitting leaning proud idle;Sitting Leaning;Proud;High
;0;predefined poses (high);sitting leaning;;high_sitting_leaning_sad_idle;high sitting leaning sad idle;Sitting Leaning;Sad;High
;0;predefined poses (high);standing;aggressive;high_standing_aggressive_idle;high standing aggressive idle;Standing;Aggressive;High
;0;predefined poses (high);standing;aggressive;high_standing_axe_aggressive_idle;high standing axe aggressive idle;Standinng Axe;Aggressive;High
;0;predefined poses (high);standing;aggressive;high_standing_wildhunt_axe_aggressive_idle;high standing wildhunt axe aggressive idle;Wild Hunt Standing Axe;Aggressive;High
;0;predefined poses (high);standing;combat;dialogue_witcher_combat_pose_ready;dialogue witcher combat pose ready;Standing Ready;Combat;High
;0;predefined poses (high);standing;combat;dialogue_witcher_combat_pose_relaxed;dialogue witcher combat pose relaxed;Standing Relaxed;Combat;High
;0;predefined poses (high);standing;determined;high_standing_determined_at_fire_idle;high standing determined at fire idle;Standing At Fire;Determined;High
1;0;predefined poses (high);standing;determined;high_standing_determined_idle;high standing determined idle;Standing;Determined;High
;0;predefined poses (high);standing;determined;high_standing_determined2_idle;high standing determined2 idle;Standing2;Determined;High
;0;predefined poses (high);standing;determined;high_standing_devastated_idle;high standing devastated idle;Standing;Devastated;High
;0;predefined poses (high);standing;determined;high_standing_devastated2_idle;high standing devastated2 idle;Standing 2;Devastated;High
;0;predefined poses (high);standing;determined;high_standing_eating_apple_determined_idle;high standing eating apple determined idle;Standing Eating Apple;Determined;High
;0;predefined poses (high);standing;determined;high_standing_hold_book_determined_idle;high standing hold book determined idle;Standing Hold Book;Determined;High
;0;predefined poses (high);standing;determined;high_standing_keira_feint_idle;high standing keira feint idle;Standing Keira Feint;Determined;High
;0;predefined poses (high);standing;determined;high_standing_plate_determined_idle;high standing plate determined idle;Standing Plate;Determined;High
1;31;predefined poses (high);standing;determined;high_standing_wildhunt_determined_idle;high standing wildhunt determined idle;Standing Wild Hunt;Determined;High
;0;predefined poses (high);standing;;high_standing_barber_idle;high standing barber idle;Standing;Barber;High
;0;predefined poses (high);standing;;high_standing_bored_idle;high standing bored idle;Standing;Bored;High
;0;predefined poses (high);standing;;high_standing_happy_idle;high standing happy idle;Standing;Happy;High
;0;predefined poses (high);standing;;high_standing_proud_idle;high standing proud idle;Standing;Proud;High
;0;predefined poses (high);standing;;high_standing_sad_idle;high standing sad idle;Standing;Sad;High
;0;predefined poses (high);standing leaning;determined;high_standing_leaning_determined_idle;high standing leaning determined idle;Standing Leaning;Determined;High
;0;predefined poses (high);standing leaning;determined;high_standing_leaning2_determined_idle;high standing leaning2 determined idle;Standing Leaning 2;Determined;High
;0;predefined poses (high);standing leaning;;high_standing_leaning_aggressive_idle;high standing leaning aggressive idle;Standing Leaning;Aggressive;High
;0;predefined poses (high);standing leaning;;high_standing_leaning_bored_idle;high standing leaning bored idle;Standing Leaning;Bored;High
;0;predefined poses (high);standing leaning;;high_standing_leaning_devastated_idle;high standing leaning devastated idle;Standing Leaning;Devastated;High
;0;predefined poses (high);standing leaning;;high_standing_leaning_happy_idle;high standing leaning happy idle;Standing Leaning;Happy;High
;0;predefined poses (high);standing leaning;;high_standing_leaning_proud_idle;high standing leaning proud idle;Standing Leaning;Proud;High
;0;predefined poses (high);standing leaning;;high_standing_leaning_sad_idle;high standing leaning sad idle;Standing Leaning;Sad;High
;0;predefined poses (high);standing leaning back;determined;high_standing_leaning_back_determined_idle;high standing leaning back determined idle;Standing Leaning Back;Determined;High
;0;predefined poses (high);standing leaning back;determined;high_standing_leaning_back2_determined_idle;high standing leaning back2 determined idle;Standing Leaning Back 2;Determined;High
;0;predefined poses (high);standing leaning back;;high_standing_leaning_back_aggressive_idle;high standing leaning back aggressive idle;Standing Leaning Back;Aggressive;High
;0;predefined poses (high);standing leaning back;;high_standing_leaning_back_sad_idle;high standing leaning back sad idle;Standing Leaning Back;Sad;High
;0;predefined poses (low);bow;;low_respectful_bow_idle;low respectful bow idle;Bow;Respectful;Low
;0;predefined poses (low);channeling;;low_channeling_sad_idle;low channeling sad idle;Channeling;Sad;Low
;0;predefined poses (low);dead;;pieta_keira_idle;pieta keira idle;Dead Pieta;Sad;Low
;0;predefined poses (low);kneeling;;low_kneeling_determined_idle;low kneeling determined idle;Kneeling;Determined;Low
;0;predefined poses (low);kneeling;;low_kneeling_devastated_idle;low kneeling devastated idle;Kneeling;Devastated;Low
;0;predefined poses (low);lying;aggressive;low_lying_bed_tied_head_down_idle;low lying bed tied head down idle;Lying Bed Tied Head Down;Aggressive;Low
;0;predefined poses (low);lying;aggressive;low_lying_bed_tied_head_up_idle;low lying bed tied head up idle;Lying Bed Tied Head Up;Aggressive;Low
;0;predefined poses (low);lying;;low_laying_dying_idle;low laying dying idle;laying;Dying;Low
;0;predefined poses (low);lying;;low_lying_dead_idle;low lying dead idle;Lying;Dead;Low
;0;predefined poses (low);lying;;low_lying_down_devastated_idle;low lying down devastated idle;Laying;Devastated;Low
;0;predefined poses (low);lying;;low_lying_down_happy_sleeping_idle;low lying down happy sleeping idle;Lying Sleeping;Happy;Low
;0;predefined poses (low);lying;;low_lying_exhausted_idle;low lying exhausted idle;Lying;Exhausted;Low
;0;predefined poses (low);lying;;low_lying_sad_idle;low lying sad idle;Laying;Sad;Low
;0;predefined poses (low);sitting;sad;low_sitting_sad_baron_idle;low sitting sad baron idle;Sitting Baron;Sad;Low
;0;predefined poses (low);sitting;sad;low_sitting_sad_head_up_baron_idle;low sitting sad head up baron idle;Sitting Baron Head Up;Sad;Low
;0;predefined poses (low);sitting;sad;low_sitting_sad_head_up_idle;low sitting sad head up idle;Sitting Head Up;Sad;Low
;0;predefined poses (low);sitting;sad;low_sitting_sad_idle;low sitting sad idle;Sitting;Sad;Low
;0;predefined poses (low);sitting;sad;pieta_triss_idle;pieta triss idle;Sitting Pieta;Sad;Low
;0;predefined poses (low);sitting;;low_sitting_aggressive_idle;low sitting aggressive idle;Sitting;Aggressive;Low
;0;predefined poses (low);sitting;;low_sitting_bored_idle;low sitting bored idle;Sitting;Bored;Low
;0;predefined poses (low);sitting;;low_sitting_determined_idle;low sitting determined idle;Sitting;Determined;Low
;0;predefined poses (low);sitting;;low_sitting_devastated_idle;low sitting devastated idle;Sitting;Devastated;Low
;0;predefined poses (low);sitting;;low_sitting_exhausted_idle;low sitting exhausted idle;Sitting;Exhausted;Low
;0;predefined poses (low);sitting;;low_sitting_happy_idle;low sitting happy idle;Sitting;Happy;Low
;0;predefined poses (low);sitting;;low_sitting_proud_idle;low sitting proud idle;Sitting;Proud;Low
;0;predefined poses (low);sitting ground;sad;low_sitting_ground_holding_baby_idle;low sitting ground holding baby idle;;Sad;Low
;0;predefined poses (low);sitting ground;sad;low_sitting_ground_sad_idle;low sitting ground sad idle;Sitting Ground;Sad;Low
;0;predefined poses (low);sitting ground;sad;low_sitting_ground_tiedup_idle;low sitting ground tiedup idle;Sitting Ground Tied Up;Sad;Low
;0;predefined poses (low);sitting ground;;low_sitting_dead_talking_idle;low sitting dead talking idle;Sitting Ground;Dead;Low
